WEEK,GEAR,SPECIES,WEIGHT,START,DFOWEEKNUM,YEAR,MONTH
083 AUG 19 - AUG 25,Seine,Sockeye,7694,8/19/2001,83,2001,8
083 AUG 19 - AUG 25,Troll,Sockeye,1278,8/19/2001,83,2001,8
083 AUG 19 - AUG 25,Gillnet,Steelhead,21,8/19/2001,83,2001,8
083 AUG 18 - AUG 24,Gillnet,Chinook,3634,8/18/2002,83,2002,8
083 AUG 18 - AUG 24,Troll,Chinook,2855,8/18/2002,83,2002,8
083 AUG 18 - AUG 24,Gillnet,Chum,205236,8/18/2002,83,2002,8
083 AUG 18 - AUG 24,Seine,Chum,117710,8/18/2002,83,2002,8
083 AUG 18 - AUG 24,Troll,Chum,345,8/18/2002,83,2002,8
083 AUG 18 - AUG 24,Troll,Coho,67749,8/18/2002,83,2002,8
083 AUG 18 - AUG 24,Gillnet,Pink,15961,8/18/2002,83,2002,8
083 AUG 18 - AUG 24,Seine,Pink,911392,8/18/2002,83,2002,8
083 AUG 18 - AUG 24,Troll,Pink,10993,8/18/2002,83,2002,8
083 AUG 18 - AUG 24,Gillnet,Sockeye,18107,8/18/2002,83,2002,8
083 AUG 18 - AUG 24,Seine,Sockeye,13894,8/18/2002,83,2002,8
083 AUG 18 - AUG 24,Troll,Sockeye,15714,8/18/2002,83,2002,8
083 AUG 17 - AUG 23,Gillnet,Chinook,5834,8/17/2003,83,2003,8
083 AUG 17 - AUG 23,Troll,Chinook,5,8/17/2003,83,2003,8
083 AUG 17 - AUG 23,Gillnet,Chum,734889,8/17/2003,83,2003,8
083 AUG 17 - AUG 23,Seine,Chum,337931,8/17/2003,83,2003,8
083 AUG 17 - AUG 23,Troll,Chum,52,8/17/2003,83,2003,8
083 AUG 17 - AUG 23,Gillnet,Coho,557,8/17/2003,83,2003,8
083 AUG 17 - AUG 23,Seine,Coho,23548,8/17/2003,83,2003,8
083 AUG 17 - AUG 23,Troll,Coho,66131,8/17/2003,83,2003,8
083 AUG 17 - AUG 23,Gillnet,Pink,21974,8/17/2003,83,2003,8
083 AUG 17 - AUG 23,Seine,Pink,540876,8/17/2003,83,2003,8
083 AUG 17 - AUG 23,Troll,Pink,6432,8/17/2003,83,2003,8
083 AUG 17 - AUG 23,Gillnet,Sockeye,16345,8/17/2003,83,2003,8
083 AUG 17 - AUG 23,Seine,Sockeye,32701,8/17/2003,83,2003,8
083 AUG 17 - AUG 23,Troll,Sockeye,1522,8/17/2003,83,2003,8
083 AUG 15 - AUG 21,Gillnet,Chinook,55436,8/15/2004,83,2004,8
083 AUG 15 - AUG 21,Seine,Chinook,50,8/15/2004,83,2004,8
083 AUG 15 - AUG 21,Troll,Chinook,1880,8/15/2004,83,2004,8
083 AUG 15 - AUG 21,Gillnet,Chum,360442,8/15/2004,83,2004,8
083 AUG 15 - AUG 21,Seine,Chum,622258,8/15/2004,83,2004,8
083 AUG 15 - AUG 21,Troll,Chum,6,8/15/2004,83,2004,8
083 AUG 15 - AUG 21,Gillnet,Coho,17113,8/15/2004,83,2004,8
083 AUG 15 - AUG 21,Seine,Coho,52845,8/15/2004,83,2004,8
083 AUG 15 - AUG 21,Troll,Coho,153016,8/15/2004,83,2004,8
083 AUG 15 - AUG 21,Gillnet,Pink,4549,8/15/2004,83,2004,8
083 AUG 15 - AUG 21,Seine,Pink,256395,8/15/2004,83,2004,8
083 AUG 15 - AUG 21,Troll,Pink,8873,8/15/2004,83,2004,8
083 AUG 15 - AUG 21,Gillnet,Sockeye,9002,8/15/2004,83,2004,8
083 AUG 15 - AUG 21,Seine,Sockeye,12341,8/15/2004,83,2004,8
083 AUG 15 - AUG 21,Troll,Sockeye,224,8/15/2004,83,2004,8
083 AUG 14 - AUG 20,Gillnet,Chinook,51830,8/14/2005,83,2005,8
083 AUG 14 - AUG 20,Seine,Chinook,19,8/14/2005,83,2005,8
083 AUG 14 - AUG 20,Troll,Chinook,21878,8/14/2005,83,2005,8
083 AUG 14 - AUG 20,Gillnet,Chum,145755,8/14/2005,83,2005,8
083 AUG 14 - AUG 20,Seine,Chum,55950,8/14/2005,83,2005,8
083 AUG 14 - AUG 20,Gillnet,Coho,7169,8/14/2005,83,2005,8
083 AUG 14 - AUG 20,Seine,Coho,24180,8/14/2005,83,2005,8
083 AUG 14 - AUG 20,Troll,Coho,227096,8/14/2005,83,2005,8
083 AUG 14 - AUG 20,Gillnet,Pink,4177,8/14/2005,83,2005,8
083 AUG 14 - AUG 20,Seine,Pink,524499,8/14/2005,83,2005,8
083 AUG 14 - AUG 20,Troll,Pink,5712,8/14/2005,83,2005,8
083 AUG 14 - AUG 20,Gillnet,Sockeye,9822,8/14/2005,83,2005,8
083 AUG 14 - AUG 20,Seine,Sockeye,29292,8/14/2005,83,2005,8
083 AUG 14 - AUG 20,Troll,Sockeye,82,8/14/2005,83,2005,8
083 AUG 20 - AUG 26,Gillnet,Chinook,16581,8/20/2006,83,2006,8
083 AUG 20 - AUG 26,Seine,Chinook,156,8/20/2006,83,2006,8
083 AUG 20 - AUG 26,Troll,Chinook,39646,8/20/2006,83,2006,8
083 AUG 20 - AUG 26,Gillnet,Chum,198579,8/20/2006,83,2006,8
083 AUG 20 - AUG 26,Seine,Chum,89749,8/20/2006,83,2006,8
083 AUG 20 - AUG 26,Troll,Chum,81,8/20/2006,83,2006,8
083 AUG 20 - AUG 26,Gillnet,Coho,15267,8/20/2006,83,2006,8
083 AUG 20 - AUG 26,Troll,Coho,48026,8/20/2006,83,2006,8
083 AUG 20 - AUG 26,Gillnet,Pink,46609,8/20/2006,83,2006,8
083 AUG 20 - AUG 26,Seine,Pink,47502,8/20/2006,83,2006,8
083 AUG 20 - AUG 26,Troll,Pink,6645,8/20/2006,83,2006,8
083 AUG 20 - AUG 26,Gillnet,Sockeye,700069,8/20/2006,83,2006,8
083 AUG 20 - AUG 26,Seine,Sockeye,2172897,8/20/2006,83,2006,8
083 AUG 20 - AUG 26,Troll,Sockeye,49315,8/20/2006,83,2006,8
083 AUG 19 - AUG 25,Gillnet,Chinook,11180,8/19/2007,83,2007,8
083 AUG 19 - AUG 25,Troll,Chinook,32671,8/19/2007,83,2007,8
083 AUG 19 - AUG 25,Gillnet,Chum,1027,8/19/2007,83,2007,8
083 AUG 19 - AUG 25,Seine,Chum,391,8/19/2007,83,2007,8
083 AUG 19 - AUG 25,Troll,Chum,260,8/19/2007,83,2007,8
083 AUG 19 - AUG 25,Gillnet,Coho,4189,8/19/2007,83,2007,8
083 AUG 19 - AUG 25,Seine,Coho,33983,8/19/2007,83,2007,8
083 AUG 19 - AUG 25,Troll,Coho,59044,8/19/2007,83,2007,8
083 AUG 19 - AUG 25,Gillnet,Pink,1251,8/19/2007,83,2007,8
083 AUG 19 - AUG 25,Seine,Pink,987282,8/19/2007,83,2007,8
083 AUG 19 - AUG 25,Troll,Pink,5495,8/19/2007,83,2007,8
083 AUG 19 - AUG 25,Gillnet,Sockeye,3623,8/19/2007,83,2007,8
083 AUG 19 - AUG 25,Seine,Sockeye,11087,8/19/2007,83,2007,8
083 AUG 19 - AUG 25,Troll,Sockeye,391,8/19/2007,83,2007,8
083 AUG 19 - AUG 25,Gillnet,Steelhead,297,8/19/2007,83,2007,8
083 AUG 17 - AUG 23,Gillnet,Chinook,5259,8/17/2008,83,2008,8
083 AUG 17 - AUG 23,Troll,Chinook,801,8/17/2008,83,2008,8
083 AUG 17 - AUG 23,Gillnet,Chum,236,8/17/2008,83,2008,8
083 AUG 17 - AUG 23,Seine,Chum,16,8/17/2008,83,2008,8
083 AUG 17 - AUG 23,Gillnet,Coho,5131,8/17/2008,83,2008,8
083 AUG 17 - AUG 23,Troll,Coho,70662,8/17/2008,83,2008,8
083 AUG 17 - AUG 23,Gillnet,Pink,824,8/17/2008,83,2008,8
083 AUG 17 - AUG 23,Seine,Pink,6,8/17/2008,83,2008,8
083 AUG 17 - AUG 23,Troll,Pink,4636,8/17/2008,83,2008,8
083 AUG 17 - AUG 23,Gillnet,Sockeye,5671,8/17/2008,83,2008,8
083 AUG 17 - AUG 23,Seine,Sockeye,4951,8/17/2008,83,2008,8
083 AUG 17 - AUG 23,Troll,Sockeye,49,8/17/2008,83,2008,8
083 AUG 17 - AUG 23,Gillnet,Steelhead,288,8/17/2008,83,2008,8
083 AUG 16 - AUG 22,Gillnet,Chinook,25030,8/16/2009,83,2009,8
083 AUG 16 - AUG 22,Gillnet,Chum,148,8/16/2009,83,2009,8
083 AUG 16 - AUG 22,Troll,Chum,7,8/16/2009,83,2009,8
083 AUG 16 - AUG 22,Gillnet,Coho,7724,8/16/2009,83,2009,8
083 AUG 16 - AUG 22,Seine,Coho,35912,8/16/2009,83,2009,8
083 AUG 16 - AUG 22,Troll,Coho,150889,8/16/2009,83,2009,8
083 AUG 16 - AUG 22,Gillnet,Pink,2228,8/16/2009,83,2009,8
083 AUG 16 - AUG 22,Seine,Pink,1090075,8/16/2009,83,2009,8
083 AUG 16 - AUG 22,Troll,Pink,3938,8/16/2009,83,2009,8
083 AUG 16 - AUG 22,Gillnet,Sockeye,5190,8/16/2009,83,2009,8
083 AUG 16 - AUG 22,Seine,Sockeye,6026,8/16/2009,83,2009,8
083 AUG 16 - AUG 22,Troll,Sockeye,3,8/16/2009,83,2009,8
083 AUG 16 - AUG 22,Gillnet,Steelhead,71,8/16/2009,83,2009,8
083 AUG 15 - AUG 21,Gillnet,Chinook,13269,8/15/2010,83,2010,8
083 AUG 15 - AUG 21,Seine,Chinook,9,8/15/2010,83,2010,8
083 AUG 15 - AUG 21,Gillnet,Chum,6326,8/15/2010,83,2010,8
083 AUG 15 - AUG 21,Seine,Chum,3197,8/15/2010,83,2010,8
083 AUG 15 - AUG 21,Troll,Chum,15,8/15/2010,83,2010,8
083 AUG 15 - AUG 21,Gillnet,Coho,6213,8/15/2010,83,2010,8
083 AUG 15 - AUG 21,Troll,Coho,33176,8/15/2010,83,2010,8
083 AUG 15 - AUG 21,Gillnet,Pink,31967,8/15/2010,83,2010,8
083 AUG 15 - AUG 21,Seine,Pink,13808,8/15/2010,83,2010,8
083 AUG 15 - AUG 21,Troll,Pink,4943,8/15/2010,83,2010,8
083 AUG 15 - AUG 21,Gillnet,Sockeye,789415,8/15/2010,83,2010,8
083 AUG 15 - AUG 21,Seine,Sockeye,1455611,8/15/2010,83,2010,8
083 AUG 15 - AUG 21,Troll,Sockeye,110963,8/15/2010,83,2010,8
083 AUG 14 - AUG 20,Gillnet,Chinook,66322,8/14/2011,83,2011,8
083 AUG 14 - AUG 20,Gillnet,Chum,62680,8/14/2011,83,2011,8
083 AUG 14 - AUG 20,Seine,Chum,1367,8/14/2011,83,2011,8
083 AUG 14 - AUG 20,Troll,Chum,9,8/14/2011,83,2011,8
083 AUG 14 - AUG 20,Gillnet,Coho,10098,8/14/2011,83,2011,8
083 AUG 14 - AUG 20,Seine,Coho,18234,8/14/2011,83,2011,8
083 AUG 14 - AUG 20,Troll,Coho,80614,8/14/2011,83,2011,8
083 AUG 14 - AUG 20,Gillnet,Pink,20684,8/14/2011,83,2011,8
083 AUG 14 - AUG 20,Seine,Pink,267971,8/14/2011,83,2011,8
083 AUG 14 - AUG 20,Troll,Pink,29431,8/14/2011,83,2011,8
083 AUG 14 - AUG 20,Gillnet,Sockeye,155385,8/14/2011,83,2011,8
083 AUG 14 - AUG 20,Seine,Sockeye,68663,8/14/2011,83,2011,8
083 AUG 14 - AUG 20,Troll,Sockeye,20463,8/14/2011,83,2011,8
083 AUG 19 - AUG 25,Gillnet,Chinook,868,8/19/2012,83,2012,8
083 AUG 19 - AUG 25,Gillnet,Chum,181,8/19/2012,83,2012,8
083 AUG 19 - AUG 25,Troll,Chum,25,8/19/2012,83,2012,8
083 AUG 19 - AUG 25,Gillnet,Coho,12759,8/19/2012,83,2012,8
083 AUG 19 - AUG 25,Troll,Coho,39872,8/19/2012,83,2012,8
083 AUG 19 - AUG 25,Gillnet,Pink,57,8/19/2012,83,2012,8
083 AUG 19 - AUG 25,Seine,Pink,259259,8/19/2012,83,2012,8
083 AUG 19 - AUG 25,Troll,Pink,5592,8/19/2012,83,2012,8
083 AUG 19 - AUG 25,Gillnet,Sockeye,4281,8/19/2012,83,2012,8
083 AUG 19 - AUG 25,Troll,Sockeye,126,8/19/2012,83,2012,8
084 AUG 25 - AUG 31,Gillnet,Chinook,2139,8/25/1996,84,1996,8
084 AUG 25 - AUG 31,Seine,Chinook,162,8/25/1996,84,1996,8
084 AUG 25 - AUG 31,Troll,Chinook,50,8/25/1996,84,1996,8
084 AUG 25 - AUG 31,Gillnet,Chum,46003,8/25/1996,84,1996,8
084 AUG 25 - AUG 31,Seine,Chum,140114,8/25/1996,84,1996,8
084 AUG 25 - AUG 31,Troll,Chum,14725,8/25/1996,84,1996,8
084 AUG 25 - AUG 31,Gillnet,Coho,10270,8/25/1996,84,1996,8
084 AUG 25 - AUG 31,Seine,Coho,9851,8/25/1996,84,1996,8
084 AUG 25 - AUG 31,Troll,Coho,327845,8/25/1996,84,1996,8
084 AUG 25 - AUG 31,Gillnet,Pink,13322,8/25/1996,84,1996,8
084 AUG 25 - AUG 31,Seine,Pink,508377,8/25/1996,84,1996,8
084 AUG 25 - AUG 31,Troll,Pink,140039,8/25/1996,84,1996,8
084 AUG 25 - AUG 31,Gillnet,Sockeye,5856,8/25/1996,84,1996,8
084 AUG 25 - AUG 31,Seine,Sockeye,4401,8/25/1996,84,1996,8
084 AUG 25 - AUG 31,Troll,Sockeye,3348,8/25/1996,84,1996,8
084 AUG 25 - AUG 31,Gillnet,Steelhead,18,8/25/1996,84,1996,8
084 AUG 24 - AUG 30,Gillnet,Chinook,50462,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Seine,Chinook,170,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Troll,Chinook,60812,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Gillnet,Chum,68721,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Seine,Chum,53464,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Troll,Chum,7373,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Gillnet,Coho,5236,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Seine,Coho,3983,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Troll,Coho,42684,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Gillnet,Pink,99500,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Seine,Pink,1321791,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Troll,Pink,243982,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Gillnet,Sockeye,1067790,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Seine,Sockeye,1497652,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Troll,Sockeye,730828,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Gillnet,Steelhead,104,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Seine,Steelhead,4,8/24/1997,84,1997,8
084 AUG 24 - AUG 30,Troll,Steelhead,2,8/24/1997,84,1997,8
084 AUG 23 - AUG 29,Gillnet,Chinook,3235,8/23/1998,84,1998,8
084 AUG 23 - AUG 29,Troll,Chinook,239919,8/23/1998,84,1998,8
084 AUG 23 - AUG 29,Gillnet,Chum,213936,8/23/1998,84,1998,8
084 AUG 23 - AUG 29,Seine,Chum,215943,8/23/1998,84,1998,8
084 AUG 23 - AUG 29,Troll,Chum,3059,8/23/1998,84,1998,8
084 AUG 23 - AUG 29,Gillnet,Coho,3277,8/23/1998,84,1998,8
084 AUG 23 - AUG 29,Gillnet,Pink,5203,8/23/1998,84,1998,8
084 AUG 23 - AUG 29,Seine,Pink,305200,8/23/1998,84,1998,8
084 AUG 23 - AUG 29,Troll,Pink,5401,8/23/1998,84,1998,8
084 AUG 23 - AUG 29,Gillnet,Sockeye,21125,8/23/1998,84,1998,8
084 AUG 23 - AUG 29,Seine,Sockeye,4002,8/23/1998,84,1998,8
084 AUG 23 - AUG 29,Troll,Sockeye,13025,8/23/1998,84,1998,8
084 AUG 23 - AUG 29,Gillnet,Steelhead,326,8/23/1998,84,1998,8
084 AUG 22 - AUG 28,Gillnet,Chinook,2907,8/22/1999,84,1999,8
084 AUG 22 - AUG 28,Troll,Chinook,17554,8/22/1999,84,1999,8
084 AUG 22 - AUG 28,Gillnet,Chum,43571,8/22/1999,84,1999,8
084 AUG 22 - AUG 28,Seine,Chum,68659,8/22/1999,84,1999,8
084 AUG 22 - AUG 28,Troll,Chum,243,8/22/1999,84,1999,8
084 AUG 22 - AUG 28,Gillnet,Coho,2510,8/22/1999,84,1999,8
084 AUG 22 - AUG 28,Gillnet,Pink,28945,8/22/1999,84,1999,8
084 AUG 22 - AUG 28,Seine,Pink,987375,8/22/1999,84,1999,8
084 AUG 22 - AUG 28,Troll,Pink,38,8/22/1999,84,1999,8
084 AUG 22 - AUG 28,Gillnet,Sockeye,8921,8/22/1999,84,1999,8
084 AUG 22 - AUG 28,Seine,Sockeye,19032,8/22/1999,84,1999,8
084 AUG 22 - AUG 28,Troll,Sockeye,213,8/22/1999,84,1999,8
084 AUG 22 - AUG 28,Gillnet,Steelhead,46,8/22/1999,84,1999,8
084 AUG 20 - AUG 26,Gillnet,Chinook,10137,8/20/2000,84,2000,8
084 AUG 20 - AUG 26,Troll,Chinook,492,8/20/2000,84,2000,8
084 AUG 20 - AUG 26,Gillnet,Chum,70424,8/20/2000,84,2000,8
084 AUG 20 - AUG 26,Seine,Chum,167734,8/20/2000,84,2000,8
084 AUG 20 - AUG 26,Troll,Chum,2132,8/20/2000,84,2000,8
084 AUG 20 - AUG 26,Gillnet,Coho,3882,8/20/2000,84,2000,8
084 AUG 20 - AUG 26,Gillnet,Pink,16168,8/20/2000,84,2000,8
084 AUG 20 - AUG 26,Seine,Pink,1202690,8/20/2000,84,2000,8
084 AUG 20 - AUG 26,Troll,Pink,22326,8/20/2000,84,2000,8
084 AUG 20 - AUG 26,Gillnet,Sockeye,29018,8/20/2000,84,2000,8
084 AUG 20 - AUG 26,Seine,Sockeye,35858,8/20/2000,84,2000,8
084 AUG 20 - AUG 26,Troll,Sockeye,13771,8/20/2000,84,2000,8
084 AUG 20 - AUG 26,Gillnet,Steelhead,78,8/20/2000,84,2000,8
084 AUG 26 - SEP 01,Gillnet,Chinook,4242,8/26/2001,84,2001,8
084 AUG 26 - SEP 01,Gillnet,Chum,87565,8/26/2001,84,2001,8
084 AUG 26 - SEP 01,Seine,Chum,151246,8/26/2001,84,2001,8
084 AUG 26 - SEP 01,Troll,Chum,240,8/26/2001,84,2001,8
084 AUG 26 - SEP 01,Gillnet,Coho,45,8/26/2001,84,2001,8
084 AUG 26 - SEP 01,Seine,Coho,7107,8/26/2001,84,2001,8
084 AUG 26 - SEP 01,Troll,Coho,6703,8/26/2001,84,2001,8
084 AUG 26 - SEP 01,Gillnet,Pink,16468,8/26/2001,84,2001,8
084 AUG 26 - SEP 01,Seine,Pink,671451,8/26/2001,84,2001,8
084 AUG 26 - SEP 01,Troll,Pink,28639,8/26/2001,84,2001,8
084 AUG 26 - SEP 01,Gillnet,Sockeye,10830,8/26/2001,84,2001,8
084 AUG 26 - SEP 01,Seine,Sockeye,2210,8/26/2001,84,2001,8
084 AUG 26 - SEP 01,Troll,Sockeye,239,8/26/2001,84,2001,8
084 AUG 25 - AUG 31,Gillnet,Chinook,1983,8/25/2002,84,2002,8
084 AUG 25 - AUG 31,Troll,Chinook,3252,8/25/2002,84,2002,8
084 AUG 25 - AUG 31,Gillnet,Chum,133726,8/25/2002,84,2002,8
084 AUG 25 - AUG 31,Seine,Chum,187590,8/25/2002,84,2002,8
084 AUG 25 - AUG 31,Troll,Chum,424,8/25/2002,84,2002,8
084 AUG 25 - AUG 31,Gillnet,Coho,1076,8/25/2002,84,2002,8
084 AUG 25 - AUG 31,Troll,Coho,65478,8/25/2002,84,2002,8
084 AUG 25 - AUG 31,Gillnet,Pink,7424,8/25/2002,84,2002,8
084 AUG 25 - AUG 31,Seine,Pink,84027,8/25/2002,84,2002,8
084 AUG 25 - AUG 31,Troll,Pink,8765,8/25/2002,84,2002,8
084 AUG 25 - AUG 31,Gillnet,Sockeye,190123,8/25/2002,84,2002,8
084 AUG 25 - AUG 31,Seine,Sockeye,7548,8/25/2002,84,2002,8
084 AUG 25 - AUG 31,Troll,Sockeye,130745,8/25/2002,84,2002,8
084 AUG 24 - AUG 30,Gillnet,Chinook,32451,8/24/2003,84,2003,8
084 AUG 24 - AUG 30,Seine,Chinook,34,8/24/2003,84,2003,8
084 AUG 24 - AUG 30,Troll,Chinook,11,8/24/2003,84,2003,8
084 AUG 24 - AUG 30,Gillnet,Chum,211598,8/24/2003,84,2003,8
084 AUG 24 - AUG 30,Seine,Chum,248120,8/24/2003,84,2003,8
084 AUG 24 - AUG 30,Troll,Chum,70,8/24/2003,84,2003,8
084 AUG 24 - AUG 30,Gillnet,Coho,267,8/24/2003,84,2003,8
084 AUG 24 - AUG 30,Seine,Coho,8496,8/24/2003,84,2003,8
084 AUG 24 - AUG 30,Troll,Coho,243041,8/24/2003,84,2003,8
084 AUG 24 - AUG 30,Gillnet,Pink,2149,8/24/2003,84,2003,8
084 AUG 24 - AUG 30,Seine,Pink,65090,8/24/2003,84,2003,8
084 AUG 24 - AUG 30,Troll,Pink,20102,8/24/2003,84,2003,8
084 AUG 24 - AUG 30,Gillnet,Sockeye,5625,8/24/2003,84,2003,8
084 AUG 24 - AUG 30,Seine,Sockeye,1279,8/24/2003,84,2003,8
084 AUG 24 - AUG 30,Troll,Sockeye,777,8/24/2003,84,2003,8
084 AUG 24 - AUG 30,Gillnet,Steelhead,5,8/24/2003,84,2003,8
084 AUG 22 - AUG 28,Gillnet,Chinook,42605,8/22/2004,84,2004,8
084 AUG 22 - AUG 28,Troll,Chinook,1428,8/22/2004,84,2004,8
084 AUG 22 - AUG 28,Gillnet,Chum,225595,8/22/2004,84,2004,8
084 AUG 22 - AUG 28,Seine,Chum,235286,8/22/2004,84,2004,8
084 AUG 22 - AUG 28,Gillnet,Coho,22295,8/22/2004,84,2004,8
084 AUG 22 - AUG 28,Seine,Coho,20843,8/22/2004,84,2004,8
084 AUG 22 - AUG 28,Troll,Coho,122438,8/22/2004,84,2004,8
084 AUG 22 - AUG 28,Gillnet,Pink,641,8/22/2004,84,2004,8
084 AUG 22 - AUG 28,Seine,Pink,100292,8/22/2004,84,2004,8
084 AUG 22 - AUG 28,Troll,Pink,10286,8/22/2004,84,2004,8
084 AUG 22 - AUG 28,Gillnet,Sockeye,2126,8/22/2004,84,2004,8
084 AUG 22 - AUG 28,Seine,Sockeye,298,8/22/2004,84,2004,8
084 AUG 22 - AUG 28,Troll,Sockeye,349,8/22/2004,84,2004,8
084 AUG 21 - AUG 27,Gillnet,Chinook,39199,8/21/2005,84,2005,8
084 AUG 21 - AUG 27,Troll,Chinook,16202,8/21/2005,84,2005,8
084 AUG 21 - AUG 27,Gillnet,Chum,57563,8/21/2005,84,2005,8
084 AUG 21 - AUG 27,Seine,Chum,27204,8/21/2005,84,2005,8
084 AUG 21 - AUG 27,Troll,Chum,5,8/21/2005,84,2005,8
084 AUG 21 - AUG 27,Gillnet,Coho,2867,8/21/2005,84,2005,8
084 AUG 21 - AUG 27,Seine,Coho,9257,8/21/2005,84,2005,8
084 AUG 21 - AUG 27,Troll,Coho,165241,8/21/2005,84,2005,8
084 AUG 21 - AUG 27,Gillnet,Pink,1504,8/21/2005,84,2005,8
084 AUG 21 - AUG 27,Seine,Pink,74326,8/21/2005,84,2005,8
084 AUG 21 - AUG 27,Troll,Pink,5753,8/21/2005,84,2005,8
084 AUG 21 - AUG 27,Gillnet,Sockeye,5829,8/21/2005,84,2005,8
084 AUG 21 - AUG 27,Seine,Sockeye,2820,8/21/2005,84,2005,8
084 AUG 27 - SEP 02,Gillnet,Chinook,6314,8/27/2006,84,2006,8
084 AUG 27 - SEP 02,Troll,Chinook,22532,8/27/2006,84,2006,8
084 AUG 27 - SEP 02,Gillnet,Chum,96346,8/27/2006,84,2006,8
084 AUG 27 - SEP 02,Seine,Chum,11096,8/27/2006,84,2006,8
084 AUG 27 - SEP 02,Troll,Chum,19,8/27/2006,84,2006,8
084 AUG 27 - SEP 02,Gillnet,Coho,6487,8/27/2006,84,2006,8
084 AUG 27 - SEP 02,Seine,Coho,6,8/27/2006,84,2006,8
084 AUG 27 - SEP 02,Troll,Coho,37846,8/27/2006,84,2006,8
084 AUG 27 - SEP 02,Gillnet,Pink,9242,8/27/2006,84,2006,8
084 AUG 27 - SEP 02,Seine,Pink,29390,8/27/2006,84,2006,8
084 AUG 27 - SEP 02,Troll,Pink,4213,8/27/2006,84,2006,8
084 AUG 27 - SEP 02,Gillnet,Sockeye,624085,8/27/2006,84,2006,8
084 AUG 27 - SEP 02,Seine,Sockeye,22805,8/27/2006,84,2006,8
084 AUG 27 - SEP 02,Troll,Sockeye,5372,8/27/2006,84,2006,8
084 AUG 26 - SEP 01,Gillnet,Chinook,46009,8/26/2007,84,2007,8
084 AUG 26 - SEP 01,Gillnet,Chum,2190,8/26/2007,84,2007,8
084 AUG 26 - SEP 01,Troll,Chum,4,8/26/2007,84,2007,8
084 AUG 26 - SEP 01,Gillnet,Coho,3235,8/26/2007,84,2007,8
084 AUG 26 - SEP 01,Troll,Coho,34342,8/26/2007,84,2007,8
084 AUG 26 - SEP 01,Gillnet,Pink,864,8/26/2007,84,2007,8
084 AUG 26 - SEP 01,Seine,Pink,34203,8/26/2007,84,2007,8
084 AUG 26 - SEP 01,Troll,Pink,2120,8/26/2007,84,2007,8
084 AUG 26 - SEP 01,Gillnet,Sockeye,2528,8/26/2007,84,2007,8
084 AUG 26 - SEP 01,Seine,Sockeye,2176,8/26/2007,84,2007,8
084 AUG 26 - SEP 01,Troll,Sockeye,2,8/26/2007,84,2007,8
084 AUG 26 - SEP 01,Gillnet,Steelhead,78,8/26/2007,84,2007,8
084 AUG 24 - AUG 30,Gillnet,Chinook,20218,8/24/2008,84,2008,8
084 AUG 24 - AUG 30,Seine,Chinook,13552,8/24/2008,84,2008,8
084 AUG 24 - AUG 30,Troll,Chinook,892,8/24/2008,84,2008,8
084 AUG 24 - AUG 30,Gillnet,Chum,65,8/24/2008,84,2008,8
084 AUG 24 - AUG 30,Gillnet,Coho,198,8/24/2008,84,2008,8
084 AUG 24 - AUG 30,Seine,Coho,3659,8/24/2008,84,2008,8
084 AUG 24 - AUG 30,Troll,Coho,15860,8/24/2008,84,2008,8
084 AUG 24 - AUG 30,Gillnet,Pink,20,8/24/2008,84,2008,8
084 AUG 24 - AUG 30,Seine,Pink,1,8/24/2008,84,2008,8
084 AUG 24 - AUG 30,Troll,Pink,738,8/24/2008,84,2008,8
084 AUG 24 - AUG 30,Gillnet,Sockeye,226,8/24/2008,84,2008,8
084 AUG 24 - AUG 30,Seine,Sockeye,2013,8/24/2008,84,2008,8
084 AUG 24 - AUG 30,Gillnet,Steelhead,187,8/24/2008,84,2008,8
084 AUG 23 - AUG 29,Gillnet,Chinook,17627,8/23/2009,84,2009,8
084 AUG 23 - AUG 29,Troll,Chinook,6337,8/23/2009,84,2009,8
084 AUG 23 - AUG 29,Gillnet,Chum,158,8/23/2009,84,2009,8
084 AUG 23 - AUG 29,Seine,Chum,4,8/23/2009,84,2009,8
084 AUG 23 - AUG 29,Gillnet,Coho,10211,8/23/2009,84,2009,8
084 AUG 23 - AUG 29,Seine,Coho,19978,8/23/2009,84,2009,8
084 AUG 23 - AUG 29,Troll,Coho,41093,8/23/2009,84,2009,8
084 AUG 23 - AUG 29,Gillnet,Pink,1038,8/23/2009,84,2009,8
084 AUG 23 - AUG 29,Seine,Pink,407751,8/23/2009,84,2009,8
