SPECIES_GROUP,SPECIES,GEAR,MONTH,VALUE,YEAR
ROCKFISH,REEDI (YELLOWMOUTH),LONGLINE,Jun-03,272,2003
ROCKFISH,GREENIES,MIDWATER TRAWL,Jun-03,49243,2003
ROCKFISH,OTHER ROCKFISH,MIDWATER TRAWL,Jun-03,41368,2003
ROCKFISH,REEDI (YELLOWMOUTH),MIDWATER TRAWL,Jun-03,4245,2003
ROCKFISH,GREENIES,SALMON FREEZER TROLL,Jun-03,94,2003
ROCKFISH,OTHER ROCKFISH,SALMON FREEZER TROLL,Jun-03,70,2003
ROCKFISH,GREENIES,SALMON TROLL,Jun-03,205,2003
ROCKFISH,OTHER ROCKFISH,SALMON TROLL,Jun-03,451,2003
ROCKFISH,OTHER ROCKFISH,TRAP,Jun-03,4551,2003
SABLEFISH,SABLEFISH,BOTTOM OTTER TRAWL,Jun-03,23609,2003
SABLEFISH,SABLEFISH,LONGLINE,Jun-03,33381,2003
SABLEFISH,SABLEFISH,MIDWATER TRAWL,Jun-03,2,2003
SABLEFISH,SABLEFISH,TRAP,Jun-03,102256,2003
SALMON,CHINOOK,SALMON GILLNET,Jun-03,139288,2003
SALMON,CHUM,SALMON GILLNET,Jun-03,110279,2003
SALMON,COHO,SALMON GILLNET,Jun-03,55,2003
SALMON,PINK,SALMON GILLNET,Jun-03,341176,2003
SALMON,SOCKEYE,SALMON GILLNET,Jun-03,1044414,2003
SALMON,STEELHEAD,SALMON GILLNET,Jun-03,22,2003
SALMON,PINK,SALMON SEINE,Jun-03,32,2003
SALMON,SOCKEYE,SALMON SEINE,Jun-03,144385,2003
SALMON,CHINOOK,SALMON TROLL,Jun-03,550437,2003
SALMON,CHUM,SALMON TROLL,Jun-03,801,2003
SALMON,PINK,SALMON TROLL,Jun-03,13052,2003
SKATE,SKATE,BOTTOM OTTER TRAWL,Jun-03,319825,2003
SKATE,SKATE,LONGLINE,Jun-03,168890,2003
SKATE,SKATE,MIDWATER TRAWL,Jun-03,862,2003
SOLE,BRILL SOLE,BOTTOM OTTER TRAWL,Jun-03,34629,2003
SOLE,BUTTER SOLE,BOTTOM OTTER TRAWL,Jun-03,148,2003
SOLE,DOVER/SLIPPERY SOLE,BOTTOM OTTER TRAWL,Jun-03,225928,2003
SOLE,LEMON SOLE,BOTTOM OTTER TRAWL,Jun-03,68464,2003
SOLE,MIXED SOLE,BOTTOM OTTER TRAWL,Jun-03,10745,2003
SOLE,REX/WITCHES SOLE,BOTTOM OTTER TRAWL,Jun-03,41067,2003
SOLE,ROCK SOLE,BOTTOM OTTER TRAWL,Jun-03,210450,2003
SOLE,BRILL SOLE,LONGLINE,Jun-03,68,2003
SOLE,DOVER/SLIPPERY SOLE,LONGLINE,Jun-03,6,2003
SOLE,ROCK SOLE,LONGLINE,Jun-03,15,2003
SOLE,BRILL SOLE,MIDWATER TRAWL,Jun-03,133,2003
SOLE,DOVER/SLIPPERY SOLE,MIDWATER TRAWL,Jun-03,831,2003
SOLE,LEMON SOLE,MIDWATER TRAWL,Jun-03,4490,2003
SOLE,MIXED SOLE,MIDWATER TRAWL,Jun-03,632,2003
SOLE,REX/WITCHES SOLE,MIDWATER TRAWL,Jun-03,33,2003
SOLE,ROCK SOLE,MIDWATER TRAWL,Jun-03,11239,2003
TURBOT,TURBOT,BOTTOM OTTER TRAWL,Jun-03,445359,2003
TURBOT,TURBOT,LONGLINE,Jun-03,1,2003
TURBOT,TURBOT,MIDWATER TRAWL,Jun-03,17006,2003
DOGFISH,DOGFISH,BOTTOM OTTER TRAWL,Jul-03,185502,2003
DOGFISH,DOGFISH,LONGLINE,Jul-03,930171,2003
DOGFISH,DOGFISH,MIDWATER TRAWL,Jul-03,19944,2003
FLOUNDER,FLOUNDER,BOTTOM OTTER TRAWL,Jul-03,519,2003
FLOUNDER,FLOUNDER,LONGLINE,Jul-03,4,2003
FLOUNDER,FLOUNDER,MIDWATER TRAWL,Jul-03,226,2003
HAKE,HAKE,BOTTOM OTTER TRAWL,Jul-03,1430042,2003
HAKE,HAKE,MIDWATER TRAWL,Jul-03,21868084,2003
HALIBUT,HALIBUT,LONGLINE,Jul-03,805838,2003
HERRING,BAIT HERRING,DIP NET,Jul-03,227,2003
HERRING,BAIT HERRING,HERRING PURSE SEINE,Jul-03,2388,2003
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,Jul-03,351580,2003
LINGCOD,LINGCOD,LONGLINE,Jul-03,205818,2003
LINGCOD,LINGCOD,MIDWATER TRAWL,Jul-03,1142,2003
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Jul-03,13911,2003
LINGCOD,LINGCOD,SALMON TROLL,Jul-03,3499,2003
MACKEREL,MACKEREL,BOTTOM OTTER TRAWL,Jul-03,555,2003
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,Jul-03,1366,2003
OTHER FISH,OTHER FISH,MIDWATER TRAWL,Jul-03,243,2003
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,Jul-03,116128,2003
OTHER GROUNDFISH,IDIOT,LONGLINE,Jul-03,5521,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,Jul-03,749,2003
OTHER GROUNDFISH,IDIOT,TRAP,Jul-03,29,2003
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,Jul-03,62290,2003
PACIFIC COD,PACIFIC COD,LONGLINE,Jul-03,379,2003
PACIFIC COD,PACIFIC COD,MIDWATER TRAWL,Jul-03,1050,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,BOTTOM OTTER TRAWL,Jul-03,905979,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE,Jul-03,29,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,MIDWATER TRAWL,Jul-03,7566,2003
POLLOCK,POLLOCK,BOTTOM OTTER TRAWL,Jul-03,754046,2003
POLLOCK,POLLOCK,MIDWATER TRAWL,Jul-03,213921,2003
REDUCTION,REDUCTION,BOTTOM OTTER TRAWL,Jul-03,4165,2003
REDUCTION,REDUCTION,LONGLINE,Jul-03,13027,2003
REDUCTION,REDUCTION,MIDWATER TRAWL,Jul-03,206,2003
ROCKFISH,GREENIES,BOTTOM OTTER TRAWL,Jul-03,120280,2003
ROCKFISH,OTHER ROCKFISH,BOTTOM OTTER TRAWL,Jul-03,470305,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),BOTTOM OTTER TRAWL,Jul-03,1051,2003
ROCKFISH,REEDI (YELLOWMOUTH),BOTTOM OTTER TRAWL,Jul-03,138792,2003
ROCKFISH,GREENIES,LONGLINE,Jul-03,1292,2003
ROCKFISH,OTHER ROCKFISH,LONGLINE,Jul-03,69600,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),LONGLINE,Jul-03,30641,2003
ROCKFISH,REEDI (YELLOWMOUTH),LONGLINE,Jul-03,524,2003
ROCKFISH,GREENIES,MIDWATER TRAWL,Jul-03,91462,2003
ROCKFISH,OTHER ROCKFISH,MIDWATER TRAWL,Jul-03,32525,2003
ROCKFISH,REEDI (YELLOWMOUTH),MIDWATER TRAWL,Jul-03,14565,2003
ROCKFISH,GREENIES,SALMON FREEZER TROLL,Jul-03,542,2003
ROCKFISH,OTHER ROCKFISH,SALMON FREEZER TROLL,Jul-03,961,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),SALMON FREEZER TROLL,Jul-03,3,2003
ROCKFISH,GREENIES,SALMON TROLL,Jul-03,177,2003
ROCKFISH,OTHER ROCKFISH,SALMON TROLL,Jul-03,766,2003
ROCKFISH,OTHER ROCKFISH,TRAP,Jul-03,3566,2003
SABLEFISH,SABLEFISH,BOTTOM OTTER TRAWL,Jul-03,21410,2003
SABLEFISH,SABLEFISH,LONGLINE,Jul-03,58400,2003
SABLEFISH,SABLEFISH,MIDWATER TRAWL,Jul-03,75,2003
SABLEFISH,SABLEFISH,TRAP,Jul-03,37942,2003
SALMON,CHINOOK,SALMON GILLNET,Jul-03,58907,2003
SALMON,CHUM,SALMON GILLNET,Jul-03,1137001,2003
SALMON,COHO,SALMON GILLNET,Jul-03,1701,2003
SALMON,PINK,SALMON GILLNET,Jul-03,1249443,2003
SALMON,SOCKEYE,SALMON GILLNET,Jul-03,2116635,2003
SALMON,STEELHEAD,SALMON GILLNET,Jul-03,14,2003
SALMON,CHUM,SALMON SEINE,Jul-03,1474835,2003
SALMON,PINK,SALMON SEINE,Jul-03,8018108,2003
SALMON,SOCKEYE,SALMON SEINE,Jul-03,546097,2003
SALMON,CHINOOK,SALMON TROLL,Jul-03,220697,2003
SALMON,CHUM,SALMON TROLL,Jul-03,17284,2003
SALMON,COHO,SALMON TROLL,Jul-03,8566,2003
SALMON,PINK,SALMON TROLL,Jul-03,109979,2003
SALMON,SOCKEYE,SALMON TROLL,Jul-03,33291,2003
SKATE,SKATE,BOTTOM OTTER TRAWL,Jul-03,367455,2003
SKATE,SKATE,LONGLINE,Jul-03,83312,2003
SKATE,SKATE,MIDWATER TRAWL,Jul-03,1729,2003
SOLE,BRILL SOLE,BOTTOM OTTER TRAWL,Jul-03,60393,2003
SOLE,BUTTER SOLE,BOTTOM OTTER TRAWL,Jul-03,459,2003
SOLE,DOVER/SLIPPERY SOLE,BOTTOM OTTER TRAWL,Jul-03,178700,2003
SOLE,LEMON SOLE,BOTTOM OTTER TRAWL,Jul-03,58641,2003
SOLE,MIXED SOLE,BOTTOM OTTER TRAWL,Jul-03,7786,2003
SOLE,REX/WITCHES SOLE,BOTTOM OTTER TRAWL,Jul-03,23749,2003
SOLE,ROCK SOLE,BOTTOM OTTER TRAWL,Jul-03,334296,2003
SOLE,BRILL SOLE,LONGLINE,Jul-03,28,2003
SOLE,DOVER/SLIPPERY SOLE,LONGLINE,Jul-03,4,2003
SOLE,ROCK SOLE,LONGLINE,Jul-03,20,2003
SOLE,BRILL SOLE,MIDWATER TRAWL,Jul-03,1538,2003
SOLE,DOVER/SLIPPERY SOLE,MIDWATER TRAWL,Jul-03,1372,2003
SOLE,LEMON SOLE,MIDWATER TRAWL,Jul-03,374,2003
SOLE,MIXED SOLE,MIDWATER TRAWL,Jul-03,38,2003
SOLE,REX/WITCHES SOLE,MIDWATER TRAWL,Jul-03,144,2003
SOLE,ROCK SOLE,MIDWATER TRAWL,Jul-03,4611,2003
TUNA,TUNA,ALBACORE JIG TROLL,Jul-03,9061,2003
TUNA,TUNA,BOTTOM OTTER TRAWL,Jul-03,5,2003
TURBOT,TURBOT,BOTTOM OTTER TRAWL,Jul-03,268360,2003
TURBOT,TURBOT,LONGLINE,Jul-03,55,2003
TURBOT,TURBOT,MIDWATER TRAWL,Jul-03,2942,2003
DOGFISH,DOGFISH,BOTTOM OTTER TRAWL,Aug-03,60776,2003
DOGFISH,DOGFISH,LONGLINE,Aug-03,773028,2003
DOGFISH,DOGFISH,MIDWATER TRAWL,Aug-03,7674,2003
DOGFISH,DOGFISH,SALMON FREEZER TROLL,Aug-03,171,2003
FLOUNDER,FLOUNDER,BOTTOM OTTER TRAWL,Aug-03,1180,2003
HAKE,HAKE,BOTTOM OTTER TRAWL,Aug-03,812028,2003
HAKE,HAKE,MIDWATER TRAWL,Aug-03,12337600,2003
HALIBUT,HALIBUT,LONGLINE,Aug-03,737990,2003
HERRING,UNSPECIFIED HERRING,BOTTOM OTTER TRAWL,Aug-03,3866,2003
HERRING,BAIT HERRING,DIP NET,Aug-03,195,2003
HERRING,BAIT HERRING,HERRING PURSE SEINE,Aug-03,1787,2003
HERRING,UNSPECIFIED HERRING,MIDWATER TRAWL,Aug-03,848,2003
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,Aug-03,288145,2003
LINGCOD,LINGCOD,LONGLINE,Aug-03,114622,2003
LINGCOD,LINGCOD,MIDWATER TRAWL,Aug-03,12686,2003
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Aug-03,3870,2003
LINGCOD,LINGCOD,SALMON TROLL,Aug-03,1012,2003
MACKEREL,MACKEREL,BOTTOM OTTER TRAWL,Aug-03,426,2003
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,Aug-03,28524,2003
OTHER FISH,OTHER FISH,MIDWATER TRAWL,Aug-03,1331,2003
OTHER FISH,OTHER FISH,OTHER SEINE,Aug-03,18093,2003
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,Aug-03,65989,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,BOTTOM OTTER TRAWL,Aug-03,11,2003
OTHER GROUNDFISH,IDIOT,LONGLINE,Aug-03,2569,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,Aug-03,892,2003
OTHER GROUNDFISH,IDIOT,MIDWATER TRAWL,Aug-03,245,2003
OTHER GROUNDFISH,IDIOT,TRAP,Aug-03,24,2003
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,Aug-03,77926,2003
PACIFIC COD,PACIFIC COD,LONGLINE,Aug-03,692,2003
PACIFIC COD,PACIFIC COD,MIDWATER TRAWL,Aug-03,10692,2003
PACIFIC COD,PACIFIC COD,SALMON FREEZER TROLL,Aug-03,5,2003
PACIFIC COD,PACIFIC COD,SALMON TROLL,Aug-03,3,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,BOTTOM OTTER TRAWL,Aug-03,634018,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE,Aug-03,24,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,MIDWATER TRAWL,Aug-03,40229,2003
POLLOCK,POLLOCK,BOTTOM OTTER TRAWL,Aug-03,354312,2003
POLLOCK,POLLOCK,MIDWATER TRAWL,Aug-03,101113,2003
REDUCTION,REDUCTION,BOTTOM OTTER TRAWL,Aug-03,2376,2003
REDUCTION,REDUCTION,LONGLINE,Aug-03,2411,2003
ROCKFISH,GREENIES,BOTTOM OTTER TRAWL,Aug-03,82708,2003
ROCKFISH,OTHER ROCKFISH,BOTTOM OTTER TRAWL,Aug-03,320526,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),BOTTOM OTTER TRAWL,Aug-03,568,2003
ROCKFISH,REEDI (YELLOWMOUTH),BOTTOM OTTER TRAWL,Aug-03,208658,2003
ROCKFISH,GREENIES,LONGLINE,Aug-03,1092,2003
ROCKFISH,OTHER ROCKFISH,LONGLINE,Aug-03,52684,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),LONGLINE,Aug-03,20928,2003
ROCKFISH,REEDI (YELLOWMOUTH),LONGLINE,Aug-03,1333,2003
ROCKFISH,GREENIES,MIDWATER TRAWL,Aug-03,50592,2003
ROCKFISH,OTHER ROCKFISH,MIDWATER TRAWL,Aug-03,114865,2003
ROCKFISH,REEDI (YELLOWMOUTH),MIDWATER TRAWL,Aug-03,33990,2003
ROCKFISH,GREENIES,SALMON FREEZER TROLL,Aug-03,216,2003
ROCKFISH,OTHER ROCKFISH,SALMON FREEZER TROLL,Aug-03,654,2003
ROCKFISH,GREENIES,SALMON TROLL,Aug-03,26,2003
ROCKFISH,OTHER ROCKFISH,SALMON TROLL,Aug-03,166,2003
ROCKFISH,OTHER ROCKFISH,TRAP,Aug-03,1700,2003
SABLEFISH,SABLEFISH,BOTTOM OTTER TRAWL,Aug-03,18025,2003
SABLEFISH,SABLEFISH,LONGLINE,Aug-03,102919,2003
SABLEFISH,SABLEFISH,TRAP,Aug-03,38844,2003
SALMON,CHINOOK,SALMON GILLNET,Aug-03,97580,2003
SALMON,CHUM,SALMON GILLNET,Aug-03,2493474,2003
SALMON,COHO,SALMON GILLNET,Aug-03,4773,2003
SALMON,PINK,SALMON GILLNET,Aug-03,311305,2003
SALMON,SOCKEYE,SALMON GILLNET,Aug-03,808351,2003
SALMON,STEELHEAD,SALMON GILLNET,Aug-03,21,2003
SALMON,CHINOOK,SALMON SEINE,Aug-03,46,2003
SALMON,CHUM,SALMON SEINE,Aug-03,1304612,2003
SALMON,COHO,SALMON SEINE,Aug-03,32044,2003
SALMON,PINK,SALMON SEINE,Aug-03,4603309,2003
SALMON,SOCKEYE,SALMON SEINE,Aug-03,1392212,2003
SALMON,CHINOOK,SALMON TROLL,Aug-03,21852,2003
SALMON,CHUM,SALMON TROLL,Aug-03,1821,2003
SALMON,COHO,SALMON TROLL,Aug-03,698675,2003
SALMON,PINK,SALMON TROLL,Aug-03,172619,2003
SALMON,SOCKEYE,SALMON TROLL,Aug-03,266176,2003
SKATE,SKATE,BOTTOM OTTER TRAWL,Aug-03,269372,2003
SKATE,SKATE,LONGLINE,Aug-03,135870,2003
SKATE,SKATE,MIDWATER TRAWL,Aug-03,17898,2003
SOLE,BRILL SOLE,BOTTOM OTTER TRAWL,Aug-03,41703,2003
SOLE,BUTTER SOLE,BOTTOM OTTER TRAWL,Aug-03,553,2003
SOLE,DOVER/SLIPPERY SOLE,BOTTOM OTTER TRAWL,Aug-03,200876,2003
SOLE,LEMON SOLE,BOTTOM OTTER TRAWL,Aug-03,48106,2003
SOLE,MIXED SOLE,BOTTOM OTTER TRAWL,Aug-03,7088,2003
SOLE,REX/WITCHES SOLE,BOTTOM OTTER TRAWL,Aug-03,34791,2003
SOLE,ROCK SOLE,BOTTOM OTTER TRAWL,Aug-03,223170,2003
SOLE,BRILL SOLE,LONGLINE,Aug-03,14,2003
SOLE,ROCK SOLE,LONGLINE,Aug-03,13,2003
SOLE,BRILL SOLE,MIDWATER TRAWL,Aug-03,1251,2003
SOLE,BUTTER SOLE,MIDWATER TRAWL,Aug-03,19,2003
SOLE,DOVER/SLIPPERY SOLE,MIDWATER TRAWL,Aug-03,2445,2003
SOLE,LEMON SOLE,MIDWATER TRAWL,Aug-03,838,2003
SOLE,MIXED SOLE,MIDWATER TRAWL,Aug-03,91,2003
SOLE,REX/WITCHES SOLE,MIDWATER TRAWL,Aug-03,606,2003
SOLE,ROCK SOLE,MIDWATER TRAWL,Aug-03,8740,2003
TUNA,TUNA,ALBACORE JIG TROLL,Aug-03,238570,2003
TURBOT,TURBOT,BOTTOM OTTER TRAWL,Aug-03,166676,2003
TURBOT,TURBOT,LONGLINE,Aug-03,53,2003
TURBOT,TURBOT,MIDWATER TRAWL,Aug-03,3772,2003
DOGFISH,DOGFISH,BOTTOM OTTER TRAWL,Sep-03,61064,2003
DOGFISH,DOGFISH,LONGLINE,Sep-03,580565,2003
DOGFISH,DOGFISH,MIDWATER TRAWL,Sep-03,4087,2003
FLOUNDER,FLOUNDER,BOTTOM OTTER TRAWL,Sep-03,1967,2003
HAKE,HAKE,BOTTOM OTTER TRAWL,Sep-03,1318947,2003
HAKE,HAKE,MIDWATER TRAWL,Sep-03,8811729,2003
HALIBUT,HALIBUT,LONGLINE,Sep-03,586675,2003
HERRING,UNSPECIFIED HERRING,BOTTOM OTTER TRAWL,Sep-03,1606,2003
HERRING,BAIT HERRING,DIP NET,Sep-03,91,2003
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,Sep-03,150518,2003
LINGCOD,LINGCOD,LONGLINE,Sep-03,13493,2003
LINGCOD,LINGCOD,MIDWATER TRAWL,Sep-03,2092,2003
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Sep-03,638,2003
MACKEREL,MACKEREL,BOTTOM OTTER TRAWL,Sep-03,196,2003
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,Sep-03,44011,2003
OTHER FISH,OTHER FISH,MIDWATER TRAWL,Sep-03,6013,2003
OTHER FISH,OTHER FISH,OTHER SEINE,Sep-03,257337,2003
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,Sep-03,49673,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,BOTTOM OTTER TRAWL,Sep-03,8,2003
OTHER GROUNDFISH,IDIOT,LONGLINE,Sep-03,3512,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,Sep-03,1316,2003
OTHER GROUNDFISH,IDIOT,MIDWATER TRAWL,Sep-03,34,2003
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,Sep-03,113588,2003
PACIFIC COD,PACIFIC COD,LONGLINE,Sep-03,233,2003
PACIFIC COD,PACIFIC COD,MIDWATER TRAWL,Sep-03,12439,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,BOTTOM OTTER TRAWL,Sep-03,782215,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE,Sep-03,100,2003
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,MIDWATER TRAWL,Sep-03,7175,2003
POLLOCK,POLLOCK,BOTTOM OTTER TRAWL,Sep-03,260548,2003
POLLOCK,POLLOCK,MIDWATER TRAWL,Sep-03,203591,2003
REDUCTION,REDUCTION,BOTTOM OTTER TRAWL,Sep-03,3661,2003
REDUCTION,REDUCTION,LONGLINE,Sep-03,2779,2003
REDUCTION,REDUCTION,MIDWATER TRAWL,Sep-03,75,2003
ROCKFISH,GREENIES,BOTTOM OTTER TRAWL,Sep-03,176895,2003
ROCKFISH,OTHER ROCKFISH,BOTTOM OTTER TRAWL,Sep-03,413832,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),BOTTOM OTTER TRAWL,Sep-03,269,2003
ROCKFISH,REEDI (YELLOWMOUTH),BOTTOM OTTER TRAWL,Sep-03,152713,2003
ROCKFISH,SILVER PERCH,BOTTOM OTTER TRAWL,Sep-03,20,2003
ROCKFISH,GREENIES,LONGLINE,Sep-03,1938,2003
ROCKFISH,OTHER ROCKFISH,LONGLINE,Sep-03,52364,2003
ROCKFISH,RED SNAPPER (YELLOWEYE),LONGLINE,Sep-03,28384,2003
ROCKFISH,REEDI (YELLOWMOUTH),LONGLINE,Sep-03,810,2003
ROCKFISH,GREENIES,MIDWATER TRAWL,Sep-03,154971,2003
ROCKFISH,OTHER ROCKFISH,MIDWATER TRAWL,Sep-03,174159,2003
ROCKFISH,REEDI (YELLOWMOUTH),MIDWATER TRAWL,Sep-03,5867,2003
ROCKFISH,GREENIES,SALMON FREEZER TROLL,Sep-03,43,2003
ROCKFISH,OTHER ROCKFISH,SALMON FREEZER TROLL,Sep-03,428,2003
ROCKFISH,GREENIES,SALMON TROLL,Sep-03,17,2003
ROCKFISH,OTHER ROCKFISH,SALMON TROLL,Sep-03,264,2003
SABLEFISH,SABLEFISH,BOTTOM OTTER TRAWL,Sep-03,24676,2003
SABLEFISH,SABLEFISH,LONGLINE,Sep-03,56483,2003
SABLEFISH,SABLEFISH,MIDWATER TRAWL,Sep-03,1972,2003
SABLEFISH,SABLEFISH,TRAP,Sep-03,112549,2003
SALMON,CHINOOK,SALMON GILLNET,Sep-03,14223,2003
SALMON,CHUM,SALMON GILLNET,Sep-03,708575,2003
SALMON,COHO,SALMON GILLNET,Sep-03,16606,2003
SALMON,PINK,SALMON GILLNET,Sep-03,2617,2003
SALMON,SOCKEYE,SALMON GILLNET,Sep-03,1913,2003
SALMON,STEELHEAD,SALMON GILLNET,Sep-03,41,2003
SALMON,CHINOOK,SALMON SEINE,Sep-03,46,2003
SALMON,CHUM,SALMON SEINE,Sep-03,527649,2003
SALMON,COHO,SALMON SEINE,Sep-03,1972,2003
SALMON,PINK,SALMON SEINE,Sep-03,601832,2003
SALMON,SOCKEYE,SALMON SEINE,Sep-03,2052,2003
SALMON,CHINOOK,SALMON TROLL,Sep-03,279682,2003
SALMON,CHUM,SALMON TROLL,Sep-03,45340,2003
SALMON,COHO,SALMON TROLL,Sep-03,40490,2003
SALMON,PINK,SALMON TROLL,Sep-03,31822,2003
SALMON,SOCKEYE,SALMON TROLL,Sep-03,113,2003
SKATE,SKATE,BOTTOM OTTER TRAWL,Sep-03,153564,2003
SKATE,SKATE,LONGLINE,Sep-03,35015,2003
SKATE,SKATE,MIDWATER TRAWL,Sep-03,8722,2003
SOLE,BRILL SOLE,BOTTOM OTTER TRAWL,Sep-03,24409,2003
SOLE,BUTTER SOLE,BOTTOM OTTER TRAWL,Sep-03,622,2003
SOLE,DOVER/SLIPPERY SOLE,BOTTOM OTTER TRAWL,Sep-03,241397,2003
SOLE,LEMON SOLE,BOTTOM OTTER TRAWL,Sep-03,45823,2003
SOLE,MIXED SOLE,BOTTOM OTTER TRAWL,Sep-03,8442,2003
SOLE,REX/WITCHES SOLE,BOTTOM OTTER TRAWL,Sep-03,52758,2003
SOLE,ROCK SOLE,BOTTOM OTTER TRAWL,Sep-03,203232,2003
SOLE,BRILL SOLE,LONGLINE,Sep-03,15,2003
SOLE,DOVER/SLIPPERY SOLE,LONGLINE,Sep-03,1,2003
SOLE,ROCK SOLE,LONGLINE,Sep-03,49,2003
SOLE,BRILL SOLE,MIDWATER TRAWL,Sep-03,440,2003
SOLE,DOVER/SLIPPERY SOLE,MIDWATER TRAWL,Sep-03,9714,2003
SOLE,LEMON SOLE,MIDWATER TRAWL,Sep-03,506,2003
SOLE,MIXED SOLE,MIDWATER TRAWL,Sep-03,434,2003
SOLE,REX/WITCHES SOLE,MIDWATER TRAWL,Sep-03,1788,2003
SOLE,ROCK SOLE,MIDWATER TRAWL,Sep-03,2646,2003
TUNA,TUNA,ALBACORE JIG TROLL,Sep-03,221902,2003
TUNA,TUNA,SALMON FREEZER TROLL,Sep-03,8842,2003
TURBOT,TURBOT,BOTTOM OTTER TRAWL,Sep-03,365054,2003
TURBOT,TURBOT,LONGLINE,Sep-03,129,2003
TURBOT,TURBOT,MIDWATER TRAWL,Sep-03,2756,2003
DOGFISH,DOGFISH,BOTTOM OTTER TRAWL,Oct-03,33251,2003
DOGFISH,DOGFISH,LONGLINE,Oct-03,374121,2003
DOGFISH,DOGFISH,MIDWATER TRAWL,Oct-03,72,2003
FLOUNDER,FLOUNDER,BOTTOM OTTER TRAWL,Oct-03,3904,2003
FLOUNDER,FLOUNDER,MIDWATER TRAWL,Oct-03,117,2003
HAKE,HAKE,BOTTOM OTTER TRAWL,Oct-03,232263,2003
HAKE,HAKE,MIDWATER TRAWL,Oct-03,1636213,2003
HALIBUT,HALIBUT,LONGLINE,Oct-03,760397,2003
HERRING,UNSPECIFIED HERRING,BOTTOM OTTER TRAWL,Oct-03,1,2003
HERRING,BAIT HERRING,HERRING PURSE SEINE,Oct-03,272,2003
HERRING,UNSPECIFIED HERRING,MIDWATER TRAWL,Oct-03,612,2003
LINGCOD,LINGCOD,BOTTOM OTTER TRAWL,Oct-03,143568,2003
LINGCOD,LINGCOD,LONGLINE,Oct-03,6622,2003
LINGCOD,LINGCOD,MIDWATER TRAWL,Oct-03,4771,2003
LINGCOD,LINGCOD,SALMON TROLL,Oct-03,36,2003
MACKEREL,MACKEREL,BOTTOM OTTER TRAWL,Oct-03,15,2003
OTHER FISH,OTHER FISH,BOTTOM OTTER TRAWL,Oct-03,17651,2003
OTHER FISH,OTHER FISH,MIDWATER TRAWL,Oct-03,82,2003
OTHER FISH,OTHER FISH,OTHER SEINE,Oct-03,165759,2003
OTHER GROUNDFISH,IDIOT,BOTTOM OTTER TRAWL,Oct-03,29193,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,BOTTOM OTTER TRAWL,Oct-03,15,2003
OTHER GROUNDFISH,IDIOT,LONGLINE,Oct-03,5983,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,LONGLINE,Oct-03,142,2003
OTHER GROUNDFISH,IDIOT,MIDWATER TRAWL,Oct-03,5,2003
OTHER GROUNDFISH,UNSPECIFIED GROUNDFISH,MIDWATER TRAWL,Oct-03,8,2003
PACIFIC COD,PACIFIC COD,BOTTOM OTTER TRAWL,Oct-03,78715,2003
PACIFIC COD,PACIFIC COD,LONGLINE,Oct-03,88,2003
PACIFIC COD,PACIFIC COD,MIDWATER TRAWL,Oct-03,849,2003
