WEEK,GEAR,SPECIES,VALUE,WEEKSTART,DFOWEEKNUM,YEAR,MONTH,
091 SEP 02 - SEP 08,Gillnet,Chinook,8078,9/2/2001,91,2001,9,
091 SEP 01 - SEP 07,Gillnet,Chinook,2860,9/1/2002,91,2002,9,
091 AUG 31 - SEP 06,Gillnet,Chinook,54045,8/31/2003,91,2003,8,
091 AUG 29 - SEP 04,Gillnet,Chinook,23088,8/29/2004,91,2004,8,
091 AUG 28 - SEP 03,Gillnet,Chinook,128699,8/28/2005,91,2005,8,
091 SEP 03 - SEP 09,Gillnet,Chinook,257465,9/3/2006,91,2006,9,
091 SEP 02 - SEP 08,Gillnet,Chinook,345547,9/2/2007,91,2007,9,
091 AUG 31 - SEP 06,Gillnet,Chinook,114744,8/31/2008,91,2008,8,
091 AUG 30 - SEP 05,Gillnet,Chinook,57994,8/30/2009,91,2009,8,
091 AUG 29 - SEP 04,Gillnet,Chinook,30062,8/29/2010,91,2010,8,
091 AUG 28 - SEP 03,Gillnet,Chinook,120489,8/28/2011,91,2011,8,
091 SEP 02 - SEP 08,Gillnet,Chinook,41106,9/2/2012,91,2012,9,
091 SEP 01 - SEP 07,Seine,Chinook,66,9/1/1996,91,1996,9,
091 AUG 31 - SEP 06,Seine,Chinook,1417,8/31/1997,91,1997,8,
091 SEP 02 - SEP 08,Seine,Chinook,31910,9/2/2007,91,2007,9,
091 AUG 31 - SEP 06,Seine,Chinook,68696,8/31/2008,91,2008,8,
091 AUG 30 - SEP 05,Seine,Chinook,38103,8/30/2009,91,2009,8,
091 AUG 29 - SEP 04,Seine,Chinook,597,8/29/2010,91,2010,8,
091 AUG 31 - SEP 06,Troll,Chinook,122776,8/31/1997,91,1997,8,
091 AUG 30 - SEP 05,Troll,Chinook,203258,8/30/1998,91,1998,8,
091 AUG 29 - SEP 04,Troll,Chinook,25824,8/29/1999,91,1999,8,
091 SEP 02 - SEP 08,Troll,Chinook,190,9/2/2001,91,2001,9,
091 SEP 01 - SEP 07,Troll,Chinook,30,9/1/2002,91,2002,9,
091 AUG 31 - SEP 06,Troll,Chinook,25998,8/31/2003,91,2003,8,
091 AUG 28 - SEP 03,Troll,Chinook,38165,8/28/2005,91,2005,8,
091 SEP 03 - SEP 09,Troll,Chinook,383439,9/3/2006,91,2006,9,
091 SEP 02 - SEP 08,Troll,Chinook,1415,9/2/2007,91,2007,9,
091 AUG 31 - SEP 06,Troll,Chinook,372849,8/31/2008,91,2008,8,
091 AUG 30 - SEP 05,Troll,Chinook,89426,8/30/2009,91,2009,8,
091 SEP 02 - SEP 08,Troll,Chinook,11684,9/2/2012,91,2012,9,
091 SEP 01 - SEP 07,Gillnet,Chum,46688,9/1/1996,91,1996,9,
091 AUG 31 - SEP 06,Gillnet,Chum,33347,8/31/1997,91,1997,8,
091 AUG 30 - SEP 05,Gillnet,Chum,33673,8/30/1998,91,1998,8,
091 AUG 29 - SEP 04,Gillnet,Chum,2182,8/29/1999,91,1999,8,
091 AUG 27 - SEP 02,Gillnet,Chum,90418,8/27/2000,91,2000,8,
091 SEP 02 - SEP 08,Gillnet,Chum,89,9/2/2001,91,2001,9,
091 SEP 01 - SEP 07,Gillnet,Chum,9326,9/1/2002,91,2002,9,
091 AUG 31 - SEP 06,Gillnet,Chum,9047,8/31/2003,91,2003,8,
091 AUG 29 - SEP 04,Gillnet,Chum,189644,8/29/2004,91,2004,8,
091 AUG 28 - SEP 03,Gillnet,Chum,4937,8/28/2005,91,2005,8,
091 SEP 03 - SEP 09,Gillnet,Chum,974,9/3/2006,91,2006,9,
091 SEP 02 - SEP 08,Gillnet,Chum,2292,9/2/2007,91,2007,9,
091 AUG 31 - SEP 06,Gillnet,Chum,195,8/31/2008,91,2008,8,
091 AUG 30 - SEP 05,Gillnet,Chum,748,8/30/2009,91,2009,8,
091 AUG 29 - SEP 04,Gillnet,Chum,8926,8/29/2010,91,2010,8,
091 AUG 28 - SEP 03,Gillnet,Chum,211708,8/28/2011,91,2011,8,
091 SEP 02 - SEP 08,Gillnet,Chum,183065,9/2/2012,91,2012,9,
091 SEP 01 - SEP 07,Seine,Chum,24283,9/1/1996,91,1996,9,
091 AUG 31 - SEP 06,Seine,Chum,44936,8/31/1997,91,1997,8,
091 AUG 30 - SEP 05,Seine,Chum,14115,8/30/1998,91,1998,8,
091 AUG 29 - SEP 04,Seine,Chum,638,8/29/1999,91,1999,8,
091 AUG 27 - SEP 02,Seine,Chum,23837,8/27/2000,91,2000,8,
091 SEP 02 - SEP 08,Seine,Chum,5907,9/2/2001,91,2001,9,
091 SEP 01 - SEP 07,Seine,Chum,4850,9/1/2002,91,2002,9,
091 AUG 31 - SEP 06,Seine,Chum,313,8/31/2003,91,2003,8,
091 AUG 29 - SEP 04,Seine,Chum,83947,8/29/2004,91,2004,8,
091 SEP 03 - SEP 09,Seine,Chum,109,9/3/2006,91,2006,9,
091 AUG 30 - SEP 05,Seine,Chum,9131,8/30/2009,91,2009,8,
091 AUG 29 - SEP 04,Seine,Chum,27844,8/29/2010,91,2010,8,
091 AUG 28 - SEP 03,Seine,Chum,257495,8/28/2011,91,2011,8,
091 SEP 02 - SEP 08,Seine,Chum,122410,9/2/2012,91,2012,9,
091 SEP 01 - SEP 07,Troll,Chum,16917,9/1/1996,91,1996,9,
091 AUG 31 - SEP 06,Troll,Chum,10135,8/31/1997,91,1997,8,
091 AUG 30 - SEP 05,Troll,Chum,234,8/30/1998,91,1998,8,
091 AUG 29 - SEP 04,Troll,Chum,1885,8/29/1999,91,1999,8,
091 AUG 27 - SEP 02,Troll,Chum,10665,8/27/2000,91,2000,8,
091 SEP 02 - SEP 08,Troll,Chum,1397,9/2/2001,91,2001,9,
091 SEP 01 - SEP 07,Troll,Chum,372,9/1/2002,91,2002,9,
091 AUG 31 - SEP 06,Troll,Chum,47,8/31/2003,91,2003,8,
091 SEP 03 - SEP 09,Troll,Chum,68898,9/3/2006,91,2006,9,
091 SEP 02 - SEP 08,Troll,Chum,97,9/2/2007,91,2007,9,
091 AUG 31 - SEP 06,Troll,Chum,25,8/31/2008,91,2008,8,
091 AUG 30 - SEP 05,Troll,Chum,447,8/30/2009,91,2009,8,
091 AUG 29 - SEP 04,Troll,Chum,454,8/29/2010,91,2010,8,
091 AUG 28 - SEP 03,Troll,Chum,191,8/28/2011,91,2011,8,
091 SEP 01 - SEP 07,Gillnet,Coho,20426,9/1/1996,91,1996,9,
091 AUG 31 - SEP 06,Gillnet,Coho,5932,8/31/1997,91,1997,8,
091 AUG 30 - SEP 05,Gillnet,Coho,3470,8/30/1998,91,1998,8,
091 AUG 29 - SEP 04,Gillnet,Coho,20091,8/29/1999,91,1999,8,
091 AUG 27 - SEP 02,Gillnet,Coho,18422,8/27/2000,91,2000,8,
091 SEP 02 - SEP 08,Gillnet,Coho,22,9/2/2001,91,2001,9,
091 SEP 01 - SEP 07,Gillnet,Coho,745,9/1/2002,91,2002,9,
091 AUG 31 - SEP 06,Gillnet,Coho,506,8/31/2003,91,2003,8,
091 AUG 29 - SEP 04,Gillnet,Coho,52181,8/29/2004,91,2004,8,
091 SEP 03 - SEP 09,Gillnet,Coho,8886,9/3/2006,91,2006,9,
091 SEP 02 - SEP 08,Gillnet,Coho,13695,9/2/2007,91,2007,9,
091 AUG 31 - SEP 06,Gillnet,Coho,18925,8/31/2008,91,2008,8,
091 AUG 30 - SEP 05,Gillnet,Coho,31156,8/30/2009,91,2009,8,
091 AUG 29 - SEP 04,Gillnet,Coho,40975,8/29/2010,91,2010,8,
091 AUG 28 - SEP 03,Gillnet,Coho,73315,8/28/2011,91,2011,8,
091 SEP 02 - SEP 08,Gillnet,Coho,57280,9/2/2012,91,2012,9,
091 SEP 01 - SEP 07,Seine,Coho,2955,9/1/1996,91,1996,9,
091 AUG 31 - SEP 06,Seine,Coho,6315,8/31/1997,91,1997,8,
091 AUG 29 - SEP 04,Seine,Coho,10592,8/29/2004,91,2004,8,
091 SEP 02 - SEP 08,Seine,Coho,3544,9/2/2007,91,2007,9,
091 AUG 31 - SEP 06,Seine,Coho,7306,8/31/2008,91,2008,8,
091 AUG 30 - SEP 05,Seine,Coho,1485,8/30/2009,91,2009,8,
091 AUG 29 - SEP 04,Seine,Coho,674,8/29/2010,91,2010,8,
091 AUG 28 - SEP 03,Seine,Coho,2309,8/28/2011,91,2011,8,
091 SEP 01 - SEP 07,Troll,Coho,807361,9/1/1996,91,1996,9,
091 AUG 31 - SEP 06,Troll,Coho,105494,8/31/1997,91,1997,8,
091 SEP 02 - SEP 08,Troll,Coho,29467,9/2/2001,91,2001,9,
091 SEP 01 - SEP 07,Troll,Coho,271100,9/1/2002,91,2002,9,
091 AUG 31 - SEP 06,Troll,Coho,166428,8/31/2003,91,2003,8,
091 AUG 29 - SEP 04,Troll,Coho,488840,8/29/2004,91,2004,8,
091 AUG 28 - SEP 03,Troll,Coho,470522,8/28/2005,91,2005,8,
091 SEP 03 - SEP 09,Troll,Coho,65530,9/3/2006,91,2006,9,
091 SEP 02 - SEP 08,Troll,Coho,162745,9/2/2007,91,2007,9,
091 AUG 31 - SEP 06,Troll,Coho,192223,8/31/2008,91,2008,8,
091 AUG 30 - SEP 05,Troll,Coho,174878,8/30/2009,91,2009,8,
091 AUG 29 - SEP 04,Troll,Coho,143124,8/29/2010,91,2010,8,
091 AUG 28 - SEP 03,Troll,Coho,270419,8/28/2011,91,2011,8,
091 SEP 02 - SEP 08,Troll,Coho,85607,9/2/2012,91,2012,9,
091 SEP 01 - SEP 07,Gillnet,Pink,1018,9/1/1996,91,1996,9,
091 AUG 31 - SEP 06,Gillnet,Pink,110358,8/31/1997,91,1997,8,
091 AUG 30 - SEP 05,Gillnet,Pink,547,8/30/1998,91,1998,8,
091 AUG 29 - SEP 04,Gillnet,Pink,2835,8/29/1999,91,1999,8,
091 AUG 27 - SEP 02,Gillnet,Pink,12092,8/27/2000,91,2000,8,
091 SEP 02 - SEP 08,Gillnet,Pink,1323,9/2/2001,91,2001,9,
091 SEP 01 - SEP 07,Gillnet,Pink,369,9/1/2002,91,2002,9,
091 AUG 31 - SEP 06,Gillnet,Pink,223,8/31/2003,91,2003,8,
091 AUG 29 - SEP 04,Gillnet,Pink,31,8/29/2004,91,2004,8,
091 AUG 28 - SEP 03,Gillnet,Pink,451,8/28/2005,91,2005,8,
091 SEP 03 - SEP 09,Gillnet,Pink,167,9/3/2006,91,2006,9,
091 SEP 02 - SEP 08,Gillnet,Pink,814,9/2/2007,91,2007,9,
091 AUG 31 - SEP 06,Gillnet,Pink,11,8/31/2008,91,2008,8,
091 AUG 30 - SEP 05,Gillnet,Pink,987,8/30/2009,91,2009,8,
091 AUG 29 - SEP 04,Gillnet,Pink,12123,8/29/2010,91,2010,8,
091 AUG 28 - SEP 03,Gillnet,Pink,56500,8/28/2011,91,2011,8,
091 SEP 02 - SEP 08,Gillnet,Pink,9,9/2/2012,91,2012,9,
091 SEP 01 - SEP 07,Seine,Pink,151663,9/1/1996,91,1996,9,
091 AUG 31 - SEP 06,Seine,Pink,594798,8/31/1997,91,1997,8,
091 AUG 30 - SEP 05,Seine,Pink,381,8/30/1998,91,1998,8,
091 AUG 29 - SEP 04,Seine,Pink,15310,8/29/1999,91,1999,8,
091 AUG 27 - SEP 02,Seine,Pink,180602,8/27/2000,91,2000,8,
091 SEP 02 - SEP 08,Seine,Pink,208087,9/2/2001,91,2001,9,
091 SEP 01 - SEP 07,Seine,Pink,25025,9/1/2002,91,2002,9,
091 AUG 29 - SEP 04,Seine,Pink,565,8/29/2004,91,2004,8,
091 SEP 03 - SEP 09,Seine,Pink,162,9/3/2006,91,2006,9,
091 SEP 02 - SEP 08,Seine,Pink,90,9/2/2007,91,2007,9,
091 AUG 30 - SEP 05,Seine,Pink,526889,8/30/2009,91,2009,8,
091 AUG 29 - SEP 04,Seine,Pink,198572,8/29/2010,91,2010,8,
091 AUG 28 - SEP 03,Seine,Pink,2331529,8/28/2011,91,2011,8,
091 SEP 02 - SEP 08,Seine,Pink,47753,9/2/2012,91,2012,9,
091 SEP 01 - SEP 07,Troll,Pink,101249,9/1/1996,91,1996,9,
091 AUG 31 - SEP 06,Troll,Pink,258095,8/31/1997,91,1997,8,
091 AUG 30 - SEP 05,Troll,Pink,174,8/30/1998,91,1998,8,
091 AUG 29 - SEP 04,Troll,Pink,32516,8/29/1999,91,1999,8,
091 AUG 27 - SEP 02,Troll,Pink,3233,8/27/2000,91,2000,8,
091 SEP 02 - SEP 08,Troll,Pink,52061,9/2/2001,91,2001,9,
091 SEP 01 - SEP 07,Troll,Pink,2325,9/1/2002,91,2002,9,
091 AUG 31 - SEP 06,Troll,Pink,1576,8/31/2003,91,2003,8,
091 AUG 29 - SEP 04,Troll,Pink,4989,8/29/2004,91,2004,8,
091 AUG 28 - SEP 03,Troll,Pink,6045,8/28/2005,91,2005,8,
091 SEP 03 - SEP 09,Troll,Pink,2854,9/3/2006,91,2006,9,
091 SEP 02 - SEP 08,Troll,Pink,6121,9/2/2007,91,2007,9,
091 AUG 31 - SEP 06,Troll,Pink,1322,8/31/2008,91,2008,8,
091 AUG 30 - SEP 05,Troll,Pink,24806,8/30/2009,91,2009,8,
091 AUG 29 - SEP 04,Troll,Pink,8532,8/29/2010,91,2010,8,
091 AUG 28 - SEP 03,Troll,Pink,54072,8/28/2011,91,2011,8,
091 SEP 02 - SEP 08,Troll,Pink,326,9/2/2012,91,2012,9,
091 SEP 01 - SEP 07,Gillnet,Sockeye,28651,9/1/1996,91,1996,9,
091 AUG 31 - SEP 06,Gillnet,Sockeye,2697874,8/31/1997,91,1997,8,
091 AUG 30 - SEP 05,Gillnet,Sockeye,37542,8/30/1998,91,1998,8,
091 AUG 29 - SEP 04,Gillnet,Sockeye,28788,8/29/1999,91,1999,8,
091 AUG 27 - SEP 02,Gillnet,Sockeye,17983,8/27/2000,91,2000,8,
091 SEP 02 - SEP 08,Gillnet,Sockeye,10168,9/2/2001,91,2001,9,
091 SEP 01 - SEP 07,Gillnet,Sockeye,70923,9/1/2002,91,2002,9,
091 AUG 31 - SEP 06,Gillnet,Sockeye,4789,8/31/2003,91,2003,8,
091 AUG 29 - SEP 04,Gillnet,Sockeye,6353,8/29/2004,91,2004,8,
091 AUG 28 - SEP 03,Gillnet,Sockeye,35821,8/28/2005,91,2005,8,
091 SEP 03 - SEP 09,Gillnet,Sockeye,1843483,9/3/2006,91,2006,9,
091 SEP 02 - SEP 08,Gillnet,Sockeye,10867,9/2/2007,91,2007,9,
091 AUG 31 - SEP 06,Gillnet,Sockeye,335,8/31/2008,91,2008,8,
091 AUG 30 - SEP 05,Gillnet,Sockeye,4324,8/30/2009,91,2009,8,
091 AUG 29 - SEP 04,Gillnet,Sockeye,6590900,8/29/2010,91,2010,8,
091 AUG 28 - SEP 03,Gillnet,Sockeye,341417,8/28/2011,91,2011,8,
091 SEP 02 - SEP 08,Gillnet,Sockeye,2262,9/2/2012,91,2012,9,
091 SEP 01 - SEP 07,Seine,Sockeye,138,9/1/1996,91,1996,9,
091 AUG 31 - SEP 06,Seine,Sockeye,3256440,8/31/1997,91,1997,8,
091 AUG 30 - SEP 05,Seine,Sockeye,88,8/30/1998,91,1998,8,
091 AUG 29 - SEP 04,Seine,Sockeye,33210,8/29/1999,91,1999,8,
091 AUG 27 - SEP 02,Seine,Sockeye,8590,8/27/2000,91,2000,8,
091 SEP 02 - SEP 08,Seine,Sockeye,1566,9/2/2001,91,2001,9,
091 SEP 01 - SEP 07,Seine,Sockeye,5966,9/1/2002,91,2002,9,
091 AUG 31 - SEP 06,Seine,Sockeye,6866,8/31/2003,91,2003,8,
091 AUG 29 - SEP 04,Seine,Sockeye,178,8/29/2004,91,2004,8,
091 AUG 28 - SEP 03,Seine,Sockeye,1127,8/28/2005,91,2005,8,
091 SEP 03 - SEP 09,Seine,Sockeye,28171,9/3/2006,91,2006,9,
091 SEP 02 - SEP 08,Seine,Sockeye,3037,9/2/2007,91,2007,9,
091 AUG 30 - SEP 05,Seine,Sockeye,41454,8/30/2009,91,2009,8,
091 AUG 29 - SEP 04,Seine,Sockeye,9458859,8/29/2010,91,2010,8,
091 AUG 28 - SEP 03,Seine,Sockeye,183174,8/28/2011,91,2011,8,
091 SEP 01 - SEP 07,Troll,Sockeye,25410,9/1/1996,91,1996,9,
091 AUG 31 - SEP 06,Troll,Sockeye,2641395,8/31/1997,91,1997,8,
091 AUG 30 - SEP 05,Troll,Sockeye,12880,8/30/1998,91,1998,8,
091 AUG 29 - SEP 04,Troll,Sockeye,3320,8/29/1999,91,1999,8,
091 AUG 27 - SEP 02,Troll,Sockeye,7464,8/27/2000,91,2000,8,
091 SEP 02 - SEP 08,Troll,Sockeye,301,9/2/2001,91,2001,9,
091 SEP 01 - SEP 07,Troll,Sockeye,97581,9/1/2002,91,2002,9,
091 AUG 31 - SEP 06,Troll,Sockeye,1842,8/31/2003,91,2003,8,
091 AUG 29 - SEP 04,Troll,Sockeye,1798,8/29/2004,91,2004,8,
091 SEP 03 - SEP 09,Troll,Sockeye,37891,9/3/2006,91,2006,9,
091 SEP 02 - SEP 08,Troll,Sockeye,651,9/2/2007,91,2007,9,
091 AUG 31 - SEP 06,Troll,Sockeye,15,8/31/2008,91,2008,8,
091 AUG 29 - SEP 04,Troll,Sockeye,556833,8/29/2010,91,2010,8,
091 AUG 28 - SEP 03,Troll,Sockeye,46745,8/28/2011,91,2011,8,
091 SEP 02 - SEP 08,Troll,Sockeye,16,9/2/2012,91,2012,9,
091 SEP 01 - SEP 07,Gillnet,Steelhead,103,9/1/1996,91,1996,9,
091 AUG 31 - SEP 06,Gillnet,Steelhead,58,8/31/1997,91,1997,8,
091 AUG 30 - SEP 05,Gillnet,Steelhead,289,8/30/1998,91,1998,8,
091 AUG 29 - SEP 04,Gillnet,Steelhead,509,8/29/1999,91,1999,8,
091 AUG 27 - SEP 02,Gillnet,Steelhead,798,8/27/2000,91,2000,8,
091 AUG 31 - SEP 06,Gillnet,Steelhead,29,8/31/2003,91,2003,8,
091 AUG 31 - SEP 06,Gillnet,Steelhead,540,8/31/2008,91,2008,8,
091 AUG 30 - SEP 05,Gillnet,Steelhead,76,8/30/2009,91,2009,8,
091 SEP 01 - SEP 07,Troll,Steelhead,5,9/1/1996,91,1996,9,
091 AUG 31 - SEP 06,Troll,Steelhead,26,8/31/1997,91,1997,8,
092 SEP 08 - SEP 14,Gillnet,Chinook,3280,9/8/1996,92,1996,9,
092 SEP 07 - SEP 13,Gillnet,Chinook,10312,9/7/1997,92,1997,9,
092 SEP 06 - SEP 12,Gillnet,Chinook,36803,9/6/1998,92,1998,9,
092 SEP 05 - SEP 11,Gillnet,Chinook,32494,9/5/1999,92,1999,9,
092 SEP 03 - SEP 09,Gillnet,Chinook,3793,9/3/2000,92,2000,9,
092 SEP 09 - SEP 15,Gillnet,Chinook,7641,9/9/2001,92,2001,9,
092 SEP 08 - SEP 14,Gillnet,Chinook,3599,9/8/2002,92,2002,9,
092 SEP 07 - SEP 13,Gillnet,Chinook,11819,9/7/2003,92,2003,9,
092 SEP 05 - SEP 11,Gillnet,Chinook,50417,9/5/2004,92,2004,9,
092 SEP 04 - SEP 10,Gillnet,Chinook,125257,9/4/2005,92,2005,9,
092 SEP 10 - SEP 16,Gillnet,Chinook,173149,9/10/2006,92,2006,9,
092 SEP 09 - SEP 15,Gillnet,Chinook,9142,9/9/2007,92,2007,9,
092 SEP 07 - SEP 13,Gillnet,Chinook,13176,9/7/2008,92,2008,9,
092 SEP 06 - SEP 12,Gillnet,Chinook,11370,9/6/2009,92,2009,9,
092 SEP 05 - SEP 11,Gillnet,Chinook,45573,9/5/2010,92,2010,9,
092 SEP 04 - SEP 10,Gillnet,Chinook,289370,9/4/2011,92,2011,9,
092 SEP 09 - SEP 15,Gillnet,Chinook,4419,9/9/2012,92,2012,9,
092 SEP 08 - SEP 14,Seine,Chinook,17,9/8/1996,92,1996,9,
092 SEP 07 - SEP 13,Seine,Chinook,101,9/7/2003,92,2003,9,
092 SEP 10 - SEP 16,Seine,Chinook,48067,9/10/2006,92,2006,9,
092 SEP 09 - SEP 15,Seine,Chinook,18034,9/9/2007,92,2007,9,
092 SEP 07 - SEP 13,Seine,Chinook,28442,9/7/2008,92,2008,9,
092 SEP 05 - SEP 11,Seine,Chinook,234,9/5/2010,92,2010,9,
092 SEP 07 - SEP 13,Troll,Chinook,56540,9/7/1997,92,1997,9,
092 SEP 06 - SEP 12,Troll,Chinook,38623,9/6/1998,92,1998,9,
092 SEP 03 - SEP 09,Troll,Chinook,20394,9/3/2000,92,2000,9,
092 SEP 09 - SEP 15,Troll,Chinook,39114,9/9/2001,92,2001,9,
092 SEP 08 - SEP 14,Troll,Chinook,66067,9/8/2002,92,2002,9,
092 SEP 07 - SEP 13,Troll,Chinook,786655,9/7/2003,92,2003,9,
092 SEP 04 - SEP 10,Troll,Chinook,17289,9/4/2005,92,2005,9,
092 SEP 10 - SEP 16,Troll,Chinook,350894,9/10/2006,92,2006,9,
092 SEP 07 - SEP 13,Troll,Chinook,623097,9/7/2008,92,2008,9,
092 SEP 06 - SEP 12,Troll,Chinook,56509,9/6/2009,92,2009,9,
092 SEP 09 - SEP 15,Troll,Chinook,12547,9/9/2012,92,2012,9,
092 SEP 08 - SEP 14,Gillnet,Chum,37226,9/8/1996,92,1996,9,
092 SEP 07 - SEP 13,Gillnet,Chum,5420,9/7/1997,92,1997,9,
092 SEP 06 - SEP 12,Gillnet,Chum,53152,9/6/1998,92,1998,9,
092 SEP 05 - SEP 11,Gillnet,Chum,41376,9/5/1999,92,1999,9,
092 SEP 03 - SEP 09,Gillnet,Chum,156942,9/3/2000,92,2000,9,
092 SEP 09 - SEP 15,Gillnet,Chum,80858,9/9/2001,92,2001,9,
092 SEP 08 - SEP 14,Gillnet,Chum,75013,9/8/2002,92,2002,9,
092 SEP 07 - SEP 13,Gillnet,Chum,88837,9/7/2003,92,2003,9,
092 SEP 05 - SEP 11,Gillnet,Chum,23646,9/5/2004,92,2004,9,
092 SEP 04 - SEP 10,Gillnet,Chum,1851,9/4/2005,92,2005,9,
092 SEP 10 - SEP 16,Gillnet,Chum,12340,9/10/2006,92,2006,9,
092 SEP 09 - SEP 15,Gillnet,Chum,198,9/9/2007,92,2007,9,
092 SEP 07 - SEP 13,Gillnet,Chum,509,9/7/2008,92,2008,9,
092 SEP 06 - SEP 12,Gillnet,Chum,254,9/6/2009,92,2009,9,
092 SEP 05 - SEP 11,Gillnet,Chum,15650,9/5/2010,92,2010,9,
092 SEP 04 - SEP 10,Gillnet,Chum,146,9/4/2011,92,2011,9,
092 SEP 09 - SEP 15,Gillnet,Chum,711,9/9/2012,92,2012,9,
092 SEP 08 - SEP 14,Seine,Chum,66974,9/8/1996,92,1996,9,
092 SEP 07 - SEP 13,Seine,Chum,20795,9/7/1997,92,1997,9,
092 SEP 06 - SEP 12,Seine,Chum,67819,9/6/1998,92,1998,9,
092 SEP 05 - SEP 11,Seine,Chum,44264,9/5/1999,92,1999,9,
092 SEP 03 - SEP 09,Seine,Chum,73852,9/3/2000,92,2000,9,
092 SEP 09 - SEP 15,Seine,Chum,72844,9/9/2001,92,2001,9,
092 SEP 08 - SEP 14,Seine,Chum,108046,9/8/2002,92,2002,9,
092 SEP 07 - SEP 13,Seine,Chum,169302,9/7/2003,92,2003,9,
092 SEP 10 - SEP 16,Seine,Chum,67,9/10/2006,92,2006,9,
092 SEP 09 - SEP 15,Seine,Chum,74,9/9/2007,92,2007,9,
092 SEP 06 - SEP 12,Seine,Chum,17735,9/6/2009,92,2009,9,
092 SEP 05 - SEP 11,Seine,Chum,49511,9/5/2010,92,2010,9,
092 SEP 04 - SEP 10,Seine,Chum,374154,9/4/2011,92,2011,9,
092 SEP 09 - SEP 15,Seine,Chum,305028,9/9/2012,92,2012,9,
092 SEP 08 - SEP 14,Troll,Chum,14167,9/8/1996,92,1996,9,
092 SEP 07 - SEP 13,Troll,Chum,4456,9/7/1997,92,1997,9,
092 SEP 06 - SEP 12,Troll,Chum,32,9/6/1998,92,1998,9,
092 SEP 03 - SEP 09,Troll,Chum,11987,9/3/2000,92,2000,9,
092 SEP 09 - SEP 15,Troll,Chum,85,9/9/2001,92,2001,9,
092 SEP 08 - SEP 14,Troll,Chum,95,9/8/2002,92,2002,9,
092 SEP 07 - SEP 13,Troll,Chum,355,9/7/2003,92,2003,9,
092 SEP 05 - SEP 11,Troll,Chum,3,9/5/2004,92,2004,9,
092 SEP 10 - SEP 16,Troll,Chum,1217,9/10/2006,92,2006,9,
092 SEP 07 - SEP 13,Troll,Chum,78,9/7/2008,92,2008,9,
092 SEP 06 - SEP 12,Troll,Chum,3902,9/6/2009,92,2009,9,
092 SEP 05 - SEP 11,Troll,Chum,666,9/5/2010,92,2010,9,
092 SEP 04 - SEP 10,Troll,Chum,31,9/4/2011,92,2011,9,
092 SEP 08 - SEP 14,Gillnet,Coho,10086,9/8/1996,92,1996,9,
092 SEP 07 - SEP 13,Gillnet,Coho,2985,9/7/1997,92,1997,9,
092 SEP 06 - SEP 12,Gillnet,Coho,515,9/6/1998,92,1998,9,
092 SEP 05 - SEP 11,Gillnet,Coho,5341,9/5/1999,92,1999,9,
092 SEP 03 - SEP 09,Gillnet,Coho,11460,9/3/2000,92,2000,9,
092 SEP 09 - SEP 15,Gillnet,Coho,834,9/9/2001,92,2001,9,
092 SEP 08 - SEP 14,Gillnet,Coho,289,9/8/2002,92,2002,9,
092 SEP 07 - SEP 13,Gillnet,Coho,15404,9/7/2003,92,2003,9,
092 SEP 05 - SEP 11,Gillnet,Coho,8109,9/5/2004,92,2004,9,
092 SEP 04 - SEP 10,Gillnet,Coho,193,9/4/2005,92,2005,9,
092 SEP 10 - SEP 16,Gillnet,Coho,13252,9/10/2006,92,2006,9,
092 SEP 09 - SEP 15,Gillnet,Coho,5049,9/9/2007,92,2007,9,
092 SEP 07 - SEP 13,Gillnet,Coho,7772,9/7/2008,92,2008,9,
092 SEP 06 - SEP 12,Gillnet,Coho,25689,9/6/2009,92,2009,9,
092 SEP 05 - SEP 11,Gillnet,Coho,32760,9/5/2010,92,2010,9,
092 SEP 04 - SEP 10,Gillnet,Coho,17163,9/4/2011,92,2011,9,
092 SEP 09 - SEP 15,Gillnet,Coho,6640,9/9/2012,92,2012,9,
092 SEP 08 - SEP 14,Seine,Coho,4554,9/8/1996,92,1996,9,
092 SEP 07 - SEP 13,Seine,Coho,95,9/7/1997,92,1997,9,
092 SEP 05 - SEP 11,Seine,Coho,2138,9/5/1999,92,1999,9,
092 SEP 03 - SEP 09,Seine,Coho,8972,9/3/2000,92,2000,9,
092 SEP 08 - SEP 14,Seine,Coho,3474,9/8/2002,92,2002,9,
092 SEP 07 - SEP 13,Seine,Coho,1831,9/7/2003,92,2003,9,
092 SEP 10 - SEP 16,Seine,Coho,2045,9/10/2006,92,2006,9,
092 SEP 09 - SEP 15,Seine,Coho,3953,9/9/2007,92,2007,9,
092 SEP 07 - SEP 13,Seine,Coho,13830,9/7/2008,92,2008,9,
092 SEP 05 - SEP 11,Seine,Coho,446,9/5/2010,92,2010,9,
092 SEP 04 - SEP 10,Seine,Coho,6963,9/4/2011,92,2011,9,
092 SEP 09 - SEP 15,Seine,Coho,3990,9/9/2012,92,2012,9,
092 SEP 08 - SEP 14,Troll,Coho,614237,9/8/1996,92,1996,9,
092 SEP 07 - SEP 13,Troll,Coho,43300,9/7/1997,92,1997,9,
092 SEP 03 - SEP 09,Troll,Coho,177,9/3/2000,92,2000,9,
092 SEP 09 - SEP 15,Troll,Coho,24169,9/9/2001,92,2001,9,
092 SEP 08 - SEP 14,Troll,Coho,10995,9/8/2002,92,2002,9,
